name	size
WGD2ANC01166	6
WGD2ANC01167	4
WGD2ANC01168	7
WGD2ANC01169	7
WGD2ANC01170	4
WGD2ANC01171	6
WGD2ANC01172	12
WGD2ANC01173	4
WGD2ANC01174	7
WGD2ANC01175	7
WGD2ANC01176	5
WGD2ANC01177	7
WGD2ANC01178	7
WGD2ANC01179	4
WGD2ANC01180	9
WGD2ANC01181	7
WGD2ANC01182	7
WGD2ANC01183	6
WGD2ANC01184	7
WGD2ANC01185	13
WGD2ANC01186	4
WGD2ANC01187	11
WGD2ANC01188	7
WGD2ANC01189	7
WGD2ANC01190	4
WGD2ANC01191	5
WGD2ANC01192	7
WGD2ANC01193	6
WGD2ANC01194	10
WGD2ANC01195	4
WGD2ANC01196	7
WGD2ANC01197	5
WGD2ANC01198	4
WGD2ANC01199	4
WGD2ANC01200	4
WGD2ANC01201	6
WGD2ANC01202	6
WGD2ANC01203	6
WGD2ANC01204	10
WGD2ANC01205	13
WGD2ANC01206	4
WGD2ANC01207	6
WGD2ANC01208	7
WGD2ANC01209	7
WGD2ANC01210	7
WGD2ANC01211	7
WGD2ANC01212	5
WGD2ANC01213	6
WGD2ANC01214	10
WGD2ANC01215	6
WGD2ANC01216	10
WGD2ANC01217	9
WGD2ANC01218	6
WGD2ANC01219	7
WGD2ANC01220	4
WGD2ANC01221	4
WGD2ANC01222	5
WGD2ANC01223	5
WGD2ANC01224	5
WGD2ANC01225	5
WGD2ANC01226	4
WGD2ANC01227	5
WGD2ANC01228	9
WGD2ANC01229	7
WGD2ANC01230	8
WGD2ANC01231	5
WGD2ANC01232	4
WGD2ANC01233	7
WGD2ANC01234	7
WGD2ANC01235	7
WGD2ANC01236	7
WGD2ANC01237	11
WGD2ANC01238	7
WGD2ANC01239	7
WGD2ANC01240	7
WGD2ANC01241	7
WGD2ANC01242	6
WGD2ANC01243	6
WGD2ANC01244	7
WGD2ANC01245	10
WGD2ANC01246	7
WGD2ANC01247	6
WGD2ANC01248	8
WGD2ANC01249	4
WGD2ANC01250	4
WGD2ANC01251	6
WGD2ANC01252	7
WGD2ANC01253	7
WGD2ANC01254	11
WGD2ANC01255	12
WGD2ANC01256	9
WGD2ANC01257	4
WGD2ANC01258	12
WGD2ANC01259	6
WGD2ANC01260	4
WGD2ANC01261	12
WGD2ANC01262	7
WGD2ANC01263	4
WGD2ANC01264	7
WGD2ANC01265	7
WGD2ANC01266	7
WGD2ANC01267	6
WGD2ANC01268	4
WGD2ANC01269	4
WGD2ANC01270	6
WGD2ANC01271	6
WGD2ANC01272	4
WGD2ANC01273	4
WGD2ANC01274	7
WGD2ANC01275	6
WGD2ANC01276	4
WGD2ANC01277	5
WGD2ANC01278	7
WGD2ANC01279	12
WGD2ANC01280	7
WGD2ANC01281	7
WGD2ANC01282	11
WGD2ANC01283	4
WGD2ANC01284	6
WGD2ANC01285	4
WGD2ANC01286	6
WGD2ANC01287	4
WGD2ANC01288	7
WGD2ANC01289	6
WGD2ANC01290	4
WGD2ANC01291	4
WGD2ANC01292	6
WGD2ANC01293	10
WGD2ANC01294	12
WGD2ANC01295	10
WGD2ANC01296	6
WGD2ANC01297	10
WGD2ANC01298	10
WGD2ANC01299	6
WGD2ANC01300	7
WGD2ANC01301	7
WGD2ANC01302	7
WGD2ANC01303	7
WGD2ANC01304	13
WGD2ANC01305	6
WGD2ANC01306	7
WGD2ANC01307	8
WGD2ANC01308	10
WGD2ANC01309	4
WGD2ANC01310	7
WGD2ANC01311	6
WGD2ANC01312	6
WGD2ANC01313	7
WGD2ANC01314	6
WGD2ANC01315	10
WGD2ANC01316	7
WGD2ANC01317	6
WGD2ANC01318	7
WGD2ANC01319	4
WGD2ANC01320	7
WGD2ANC01321	4
WGD2ANC01322	7
WGD2ANC01323	7
WGD2ANC01324	7
WGD2ANC01325	2
WGD2ANC01326	6
WGD2ANC01327	5
WGD2ANC01328	6
WGD2ANC01329	4
WGD2ANC01330	4
WGD2ANC01331	7
WGD2ANC01332	4
WGD2ANC01333	6
WGD2ANC01334	7
WGD2ANC01335	5
WGD2ANC01336	4
WGD2ANC01337	7
WGD2ANC01338	5
WGD2ANC01339	7
WGD2ANC01340	6
WGD2ANC01341	7
WGD2ANC01342	4
WGD2ANC01343	5
WGD2ANC01344	6
WGD2ANC01345	7
WGD2ANC01346	7
WGD2ANC01347	7
WGD2ANC01348	9
WGD2ANC01349	4
WGD2ANC01350	4
WGD2ANC01351	7
WGD2ANC01352	7
WGD2ANC01353	7
WGD2ANC01354	6
WGD2ANC01355	6
WGD2ANC01356	7
WGD2ANC01357	9
WGD2ANC01358	12
WGD2ANC01359	4
WGD2ANC01360	7
WGD2ANC01361	5
WGD2ANC01362	6
WGD2ANC01363	6
WGD2ANC01364	7
WGD2ANC01365	5
WGD2ANC01366	6
WGD2ANC01367	2
WGD2ANC01368	7
WGD2ANC01369	4
WGD2ANC01370	7
WGD2ANC01371	7
WGD2ANC01372	4
WGD2ANC01373	5
WGD2ANC01374	7
WGD2ANC01375	7
WGD2ANC01376	6
WGD2ANC01377	4
WGD2ANC01378	4
WGD2ANC01379	5
WGD2ANC01380	7
WGD2ANC01381	7
WGD2ANC01382	4
WGD2ANC01383	6
WGD2ANC01384	6
WGD2ANC01385	4
WGD2ANC01386	5
WGD2ANC01387	7
WGD2ANC01388	9
WGD2ANC01389	6
WGD2ANC01390	7
WGD2ANC01391	7
WGD2ANC01392	7
WGD2ANC01393	6
WGD2ANC01394	5
WGD2ANC01395	4
WGD2ANC01396	10
WGD2ANC01397	7
WGD2ANC01398	7
WGD2ANC01399	4
WGD2ANC01400	9
WGD2ANC01401	6
WGD2ANC01402	4
WGD2ANC01403	7
WGD2ANC01404	5
WGD2ANC01405	6
WGD2ANC01406	3
WGD2ANC01407	7
WGD2ANC01408	7
WGD2ANC01409	7
WGD2ANC01410	6
WGD2ANC01411	7
WGD2ANC01412	10
WGD2ANC01413	4
WGD2ANC01414	7
WGD2ANC01415	8
WGD2ANC01416	7
WGD2ANC01417	7
WGD2ANC01418	7
WGD2ANC01419	4
WGD2ANC01420	4
WGD2ANC01421	7
WGD2ANC01422	7
WGD2ANC01423	4
WGD2ANC01424	7
WGD2ANC01425	4
WGD2ANC01426	8
WGD2ANC01427	4
WGD2ANC01428	4
WGD2ANC01429	6
WGD2ANC01430	7
WGD2ANC01431	4
WGD2ANC01432	4
WGD2ANC01433	4
WGD2ANC01434	9
WGD2ANC01435	7
WGD2ANC01436	4
WGD2ANC01437	7
WGD2ANC01438	7
WGD2ANC01439	7
WGD2ANC01440	10
WGD2ANC01441	6
WGD2ANC01442	6
WGD2ANC01443	5
WGD2ANC01444	3
WGD2ANC01445	4
WGD2ANC01446	7
WGD2ANC01447	7
WGD2ANC01448	4
WGD2ANC01449	5
WGD2ANC01450	4
WGD2ANC01451	6
WGD2ANC01452	6
WGD2ANC01453	6
WGD2ANC01454	6
WGD2ANC01455	7
WGD2ANC01456	7
WGD2ANC01457	4
WGD2ANC01458	7
WGD2ANC01459	6
WGD2ANC01460	7
WGD2ANC01461	5
WGD2ANC01462	4
WGD2ANC01463	6
WGD2ANC01464	7
WGD2ANC01465	6
WGD2ANC01466	7
WGD2ANC01467	13
WGD2ANC01468	7
WGD2ANC01469	12
WGD2ANC01470	7
WGD2ANC01471	5
WGD2ANC01472	13
WGD2ANC01473	4
WGD2ANC01474	6
WGD2ANC01475	10
WGD2ANC01476	6
WGD2ANC01477	13
WGD2ANC01478	7
WGD2ANC01479	4
WGD2ANC01480	7
WGD2ANC01481	7
WGD2ANC01482	6
WGD2ANC01483	13
WGD2ANC01484	6
WGD2ANC01485	7
WGD2ANC01486	4
WGD2ANC01487	6
WGD2ANC01488	7
WGD2ANC01489	4
WGD2ANC01490	12
WGD2ANC01491	10
WGD2ANC01492	2
WGD2ANC01493	7
WGD2ANC01494	6
WGD2ANC01495	13
WGD2ANC01496	7
WGD2ANC01497	6
WGD2ANC01498	7
WGD2ANC01499	10
WGD2ANC01500	12
WGD2ANC01501	7
WGD2ANC01502	6
WGD2ANC01503	4
WGD2ANC01504	6
WGD2ANC01505	13
WGD2ANC01506	4
WGD2ANC01507	13
WGD2ANC01508	4
WGD2ANC01509	7
WGD2ANC01510	7
WGD2ANC01511	6
WGD2ANC01512	6
WGD2ANC01513	4
WGD2ANC01514	3
WGD2ANC01515	4
WGD2ANC01516	8
WGD2ANC01517	7
WGD2ANC01518	4
WGD2ANC01519	7
WGD2ANC01520	4
WGD2ANC01521	5
WGD2ANC01522	5
WGD2ANC01523	6
WGD2ANC01524	11
WGD2ANC01525	6
WGD2ANC01526	5
WGD2ANC01527	6
WGD2ANC01528	7
WGD2ANC01529	4
WGD2ANC01530	13
WGD2ANC01531	7
WGD2ANC01532	12
WGD2ANC01533	6
WGD2ANC01534	5
WGD2ANC01535	8
WGD2ANC01536	4
WGD2ANC01537	7
WGD2ANC01538	7
WGD2ANC01539	4
WGD2ANC01540	11
WGD2ANC01541	4
WGD2ANC01542	6
WGD2ANC01543	7
WGD2ANC01544	13
WGD2ANC01545	9
WGD2ANC01546	12
WGD2ANC01547	4
WGD2ANC01548	7
WGD2ANC01549	7
WGD2ANC01550	5
WGD2ANC01551	5
WGD2ANC01552	6
WGD2ANC01553	9
WGD2ANC01554	7
WGD2ANC01555	7
WGD2ANC01556	6
WGD2ANC01557	4
WGD2ANC01558	7
WGD2ANC01559	12
WGD2ANC01560	7
WGD2ANC01561	7
WGD2ANC01562	9
WGD2ANC01563	12
WGD2ANC01564	6
WGD2ANC01565	4
WGD2ANC01566	7
WGD2ANC01567	13
WGD2ANC01568	10
WGD2ANC01569	7
WGD2ANC01570	4
WGD2ANC01571	10
WGD2ANC01572	7
WGD2ANC01573	7
WGD2ANC01574	10
WGD2ANC01575	10
WGD2ANC01576	4
WGD2ANC01577	4
WGD2ANC01578	4
WGD2ANC01579	5
WGD2ANC01580	7
WGD2ANC01581	4
WGD2ANC01582	4
WGD2ANC01583	6
WGD2ANC01584	4
WGD2ANC01585	4
WGD2ANC01586	6
WGD2ANC01587	6
WGD2ANC01588	8
WGD2ANC01589	4
WGD2ANC01590	7
WGD2ANC01591	7
WGD2ANC01592	7
WGD2ANC01593	10
WGD2ANC01594	6
WGD2ANC01595	12
WGD2ANC01596	7
WGD2ANC01597	4
WGD2ANC01598	6
WGD2ANC01599	4
WGD2ANC01600	4
WGD2ANC01601	3
WGD2ANC01602	7
WGD2ANC01603	4
WGD2ANC01604	5
WGD2ANC01605	7
WGD2ANC01606	4
WGD2ANC01607	6
WGD2ANC01608	2
WGD2ANC01609	7
WGD2ANC01610	7
WGD2ANC01611	5
WGD2ANC01612	4
WGD2ANC01613	8
WGD2ANC01614	6
WGD2ANC01615	7
WGD2ANC01616	6
WGD2ANC01617	4
WGD2ANC01618	4
WGD2ANC01619	7
WGD2ANC01620	5
WGD2ANC01621	7
WGD2ANC01622	6
WGD2ANC01623	6
WGD2ANC01624	4
WGD2ANC01625	3
WGD2ANC01626	4
WGD2ANC01627	5
WGD2ANC01628	6
WGD2ANC01629	6
WGD2ANC01630	7
WGD2ANC01631	6
WGD2ANC01632	6
WGD2ANC01633	6
WGD2ANC01634	7
WGD2ANC01635	4
WGD2ANC01636	13
WGD2ANC01637	5
WGD2ANC01638	8
WGD2ANC01639	6
WGD2ANC01640	6
WGD2ANC01641	5
WGD2ANC01642	6
WGD2ANC01643	12
WGD2ANC01644	12
WGD2ANC01645	7
WGD2ANC01646	7
WGD2ANC01647	6
WGD2ANC01648	5
WGD2ANC01649	10
WGD2ANC01650	6
WGD2ANC01651	7
WGD2ANC01652	9
WGD2ANC01653	7
WGD2ANC01654	11
WGD2ANC01655	7
WGD2ANC01656	11
WGD2ANC01657	12
WGD2ANC01658	5
WGD2ANC01659	5
WGD2ANC01660	7
WGD2ANC01661	9
WGD2ANC01662	6
WGD2ANC01663	4
WGD2ANC01664	6
WGD2ANC01665	7
WGD2ANC01666	7
WGD2ANC01667	11
WGD2ANC01668	13
WGD2ANC01669	10
WGD2ANC01670	8
WGD2ANC01671	5
WGD2ANC01672	7
WGD2ANC01673	13
WGD2ANC01674	7
WGD2ANC01675	4
WGD2ANC01676	3
WGD2ANC01677	3
WGD2ANC01678	6
WGD2ANC01679	4
WGD2ANC01680	4
WGD2ANC01681	5
WGD2ANC01682	9
WGD2ANC01683	5
WGD2ANC01684	5
WGD2ANC01685	6
WGD2ANC01686	7
WGD2ANC01687	4
WGD2ANC01688	7
WGD2ANC01689	4
WGD2ANC01690	5
WGD2ANC01691	7
WGD2ANC01692	4
WGD2ANC01693	5
WGD2ANC01694	5
WGD2ANC01695	6
WGD2ANC01696	9
WGD2ANC01697	13
WGD2ANC01698	4
WGD2ANC01699	7
WGD2ANC01700	7
WGD2ANC01701	4
WGD2ANC01702	7
WGD2ANC01703	7
WGD2ANC01704	6
WGD2ANC01705	2
WGD2ANC01706	7
WGD2ANC01707	4
WGD2ANC01708	3
WGD2ANC01709	7
WGD2ANC01710	7
WGD2ANC01711	4
WGD2ANC01712	5
WGD2ANC01713	5
WGD2ANC01714	7
WGD2ANC01715	10
WGD2ANC01716	6
WGD2ANC01717	7
WGD2ANC01718	5
WGD2ANC01719	10
WGD2ANC01720	6
WGD2ANC01721	6
WGD2ANC01722	7
WGD2ANC01723	9
WGD2ANC01724	9
WGD2ANC01725	11
WGD2ANC01726	12
WGD2ANC01727	4
WGD2ANC01728	7
WGD2ANC01729	6
WGD2ANC01730	9
WGD2ANC01731	7
WGD2ANC01732	6
WGD2ANC01733	9
WGD2ANC01734	6
WGD2ANC01735	6
WGD2ANC01736	7
WGD2ANC01737	7
WGD2ANC01738	4
WGD2ANC01739	6
WGD2ANC01740	9
WGD2ANC01741	12
WGD2ANC01742	7
WGD2ANC01743	7
WGD2ANC01744	7
WGD2ANC01745	13
WGD2ANC01746	5
WGD2ANC01747	4
WGD2ANC01748	7
WGD2ANC01749	7
WGD2ANC01750	7
WGD2ANC01751	4
WGD2ANC01752	10
WGD2ANC01753	6
WGD2ANC01754	7
WGD2ANC01755	13
WGD2ANC01756	7
WGD2ANC01757	4
WGD2ANC01758	4
WGD2ANC01759	7
WGD2ANC01760	5
WGD2ANC01761	10
WGD2ANC01762	5
WGD2ANC01763	6
WGD2ANC01764	7
WGD2ANC01765	5
WGD2ANC01766	11
WGD2ANC01767	7
WGD2ANC01768	13
WGD2ANC01769	7
WGD2ANC01770	7
WGD2ANC01771	12
WGD2ANC01772	2
WGD2ANC01773	6
WGD2ANC01774	4
WGD2ANC01775	4
WGD2ANC01776	5
WGD2ANC01777	12
WGD2ANC01778	7
WGD2ANC01779	10
WGD2ANC01780	11
WGD2ANC01781	4
WGD2ANC01782	7
WGD2ANC01783	4
WGD2ANC01784	5
WGD2ANC01785	4
WGD2ANC01786	7
WGD2ANC01787	6
WGD2ANC01788	6
WGD2ANC01789	6
WGD2ANC01790	4
WGD2ANC01791	4
WGD2ANC01792	9
WGD2ANC01793	7
WGD2ANC01794	5
WGD2ANC01795	7
WGD2ANC01796	7
WGD2ANC01797	12
WGD2ANC01798	7
WGD2ANC01799	7
WGD2ANC01800	4
WGD2ANC01801	12
WGD2ANC01802	7
WGD2ANC01803	7
WGD2ANC01804	7
WGD2ANC01805	7
WGD2ANC01806	13
WGD2ANC01807	6
WGD2ANC01808	4
WGD2ANC01809	8
WGD2ANC01810	7
WGD2ANC01811	6
WGD2ANC01812	6
WGD2ANC01813	4
WGD2ANC01814	8
WGD2ANC01815	6
WGD2ANC01816	8
WGD2ANC01817	4
WGD2ANC01818	4
WGD2ANC01819	6
WGD2ANC01820	7
WGD2ANC01821	7
WGD2ANC01822	7
WGD2ANC01823	6
WGD2ANC01824	11
WGD2ANC01825	10
WGD2ANC01826	4
WGD2ANC01827	6
WGD2ANC01828	4
WGD2ANC01829	6
WGD2ANC01830	5
WGD2ANC01831	5
WGD2ANC01832	13
WGD2ANC01833	3
WGD2ANC01834	7
WGD2ANC01835	5
WGD2ANC01836	7
WGD2ANC01837	5
WGD2ANC01838	7
WGD2ANC01839	3
WGD2ANC01840	7
WGD2ANC01841	13
WGD2ANC01842	10
WGD2ANC01843	6
WGD2ANC01844	4
WGD2ANC01845	7
WGD2ANC01846	7
WGD2ANC01847	7
WGD2ANC01848	4
WGD2ANC01849	5
WGD2ANC01850	9
WGD2ANC01851	4
WGD2ANC01852	12
WGD2ANC01853	4
WGD2ANC01854	13
WGD2ANC01855	6
WGD2ANC01856	6
WGD2ANC01857	6
WGD2ANC01858	7
WGD2ANC01859	7
WGD2ANC01860	6
WGD2ANC01861	7
WGD2ANC01862	4
WGD2ANC01863	3
WGD2ANC01864	4
WGD2ANC01865	6
WGD2ANC01866	4
WGD2ANC01867	7
WGD2ANC01868	4
WGD2ANC01869	4
WGD2ANC01870	13
WGD2ANC01871	5
WGD2ANC01872	4
WGD2ANC01873	4
WGD2ANC01874	7
WGD2ANC01875	4
WGD2ANC01876	4
WGD2ANC01877	6
WGD2ANC01878	4
WGD2ANC01879	4
WGD2ANC01880	4
WGD2ANC01881	7
WGD2ANC01882	7
WGD2ANC01883	9
WGD2ANC01884	5
WGD2ANC01885	4
WGD2ANC01886	10
WGD2ANC01887	3
WGD2ANC01888	5
WGD2ANC01889	7
WGD2ANC01890	4
WGD2ANC01891	7
WGD2ANC01892	11
WGD2ANC01893	7
WGD2ANC01894	8
WGD2ANC01895	6
WGD2ANC01896	5
WGD2ANC01897	11
WGD2ANC01898	6
WGD2ANC01899	6
WGD2ANC01900	4
WGD2ANC01901	4
WGD2ANC01902	7
WGD2ANC01903	7
WGD2ANC01904	7
WGD2ANC01905	13
WGD2ANC01906	9
WGD2ANC01907	3
WGD2ANC01908	10
WGD2ANC01909	5
WGD2ANC01910	4
WGD2ANC01911	11
WGD2ANC01912	6
WGD2ANC01913	4
WGD2ANC01914	5
WGD2ANC01915	10
WGD2ANC01916	11
WGD2ANC01917	4
WGD2ANC01918	12
WGD2ANC01919	4
WGD2ANC01920	5
WGD2ANC01921	6
WGD2ANC01922	7
WGD2ANC01923	11
WGD2ANC01924	5
WGD2ANC01925	9
WGD2ANC01926	6
WGD2ANC01927	7
WGD2ANC01928	4
WGD2ANC01929	4
WGD2ANC01930	12
WGD2ANC01931	6
WGD2ANC01932	6
WGD2ANC01933	3
WGD2ANC01934	7
WGD2ANC01935	7
WGD2ANC01936	6
WGD2ANC01937	7
WGD2ANC01938	7
WGD2ANC01939	6
WGD2ANC01940	6
WGD2ANC01941	6
WGD2ANC01942	7
WGD2ANC01943	5
WGD2ANC01944	7
WGD2ANC01945	6
WGD2ANC01946	7
WGD2ANC01947	7
WGD2ANC01948	7
WGD2ANC01949	4
WGD2ANC01950	6
WGD2ANC01951	7
WGD2ANC01952	3
WGD2ANC01953	5
WGD2ANC01954	6
WGD2ANC01955	7
WGD2ANC01956	10
WGD2ANC01957	7
WGD2ANC01958	9
WGD2ANC01959	4
WGD2ANC01960	10
WGD2ANC01961	3
WGD2ANC01962	7
WGD2ANC01963	3
WGD2ANC01964	7
WGD2ANC01965	12
WGD2ANC01966	6
WGD2ANC01967	4
WGD2ANC01968	7
WGD2ANC01969	6
WGD2ANC01970	8
WGD2ANC01971	7
WGD2ANC01972	3
WGD2ANC01973	7
WGD2ANC01974	9
WGD2ANC01975	11
WGD2ANC01976	10
WGD2ANC01977	5
WGD2ANC01978	11
WGD2ANC01979	7
WGD2ANC01980	11
WGD2ANC01981	7
WGD2ANC01982	7
WGD2ANC01983	7
WGD2ANC01984	5
WGD2ANC01985	4
WGD2ANC01986	4
WGD2ANC01987	5
WGD2ANC01988	9
WGD2ANC01989	7
WGD2ANC01990	3
WGD2ANC01991	7
WGD2ANC01992	7
WGD2ANC01993	9
WGD2ANC01994	7
WGD2ANC01995	8
WGD2ANC01996	8
WGD2ANC01997	10
WGD2ANC01998	6
WGD2ANC01999	7
WGD2ANC02000	7
WGD2ANC02001	7
WGD2ANC02002	7
WGD2ANC02003	5
WGD2ANC02004	5
WGD2ANC02005	7
WGD2ANC02006	6
WGD2ANC02007	6
WGD2ANC02008	7
WGD2ANC02009	7
WGD2ANC02010	4
WGD2ANC02011	5
WGD2ANC02012	3
WGD2ANC02013	4
WGD2ANC02014	4
WGD2ANC02015	7
WGD2ANC02016	6
WGD2ANC02017	5
WGD2ANC02018	6
WGD2ANC02019	9
WGD2ANC02020	4
WGD2ANC02021	6
WGD2ANC02022	7
WGD2ANC02023	7
WGD2ANC02024	7
WGD2ANC02025	7
WGD2ANC02026	6
WGD2ANC02027	8
WGD2ANC02028	7
WGD2ANC02029	6
WGD2ANC02030	11
WGD2ANC02031	9
WGD2ANC02032	6
WGD2ANC02033	12
WGD2ANC02034	5
WGD2ANC02035	4
WGD2ANC02036	5
WGD2ANC02037	6
WGD2ANC02038	7
WGD2ANC02039	12
WGD2ANC02040	13
WGD2ANC02041	6
WGD2ANC02042	4
WGD2ANC02043	6
WGD2ANC02044	7
WGD2ANC02045	6
WGD2ANC02046	4
WGD2ANC02047	6
WGD2ANC02048	5
WGD2ANC02049	6
WGD2ANC02050	7
WGD2ANC02051	4
WGD2ANC02052	5
WGD2ANC02053	5
WGD2ANC02054	7
WGD2ANC02055	5
WGD2ANC02056	7
WGD2ANC02057	7
WGD2ANC02058	6
WGD2ANC02059	4
WGD2ANC02060	4
WGD2ANC02061	5
WGD2ANC02062	6
WGD2ANC02063	10
WGD2ANC02064	13
WGD2ANC02065	4
WGD2ANC02066	6
WGD2ANC02067	7
WGD2ANC02068	7
WGD2ANC02069	6
WGD2ANC02070	4
WGD2ANC02071	5
WGD2ANC02072	4
WGD2ANC02073	4
WGD2ANC02074	5
WGD2ANC02075	10
WGD2ANC02076	7
WGD2ANC02077	6
WGD2ANC02078	7
WGD2ANC02079	10
WGD2ANC02080	4
WGD2ANC02081	7
WGD2ANC02082	6
WGD2ANC02083	12
WGD2ANC02084	5
WGD2ANC02085	6
WGD2ANC02086	7
WGD2ANC02087	6
WGD2ANC02088	4
WGD2ANC02089	7
WGD2ANC02090	7
WGD2ANC02091	4
WGD2ANC02092	4
WGD2ANC02093	7
WGD2ANC02094	7
WGD2ANC02095	5
WGD2ANC02096	4
WGD2ANC02097	13
WGD2ANC02098	4
WGD2ANC02099	4
WGD2ANC02100	7
WGD2ANC02101	9
WGD2ANC02102	6
WGD2ANC02103	6
WGD2ANC02104	4
WGD2ANC02105	2
WGD2ANC02106	4
WGD2ANC02107	7
WGD2ANC02108	6
WGD2ANC02109	7
WGD2ANC02110	2
WGD2ANC02111	4
WGD2ANC02112	7
WGD2ANC02113	13
WGD2ANC02114	10
WGD2ANC02115	4
WGD2ANC02116	6
WGD2ANC02117	4
WGD2ANC02118	4
WGD2ANC02119	7
WGD2ANC02120	7
WGD2ANC02121	7
WGD2ANC02122	5
WGD2ANC02123	7
WGD2ANC02124	7
WGD2ANC02125	4
WGD2ANC02126	5
WGD2ANC02127	7
WGD2ANC02128	4
WGD2ANC02129	7
WGD2ANC02130	7
WGD2ANC02131	10
WGD2ANC02132	7
WGD2ANC02133	5
WGD2ANC02134	10
WGD2ANC02135	12
WGD2ANC02136	10
WGD2ANC02137	6
WGD2ANC02138	6
WGD2ANC02139	11
WGD2ANC02140	6
WGD2ANC02141	4
WGD2ANC02142	5
WGD2ANC02143	6
WGD2ANC02144	7
WGD2ANC02145	5
WGD2ANC02146	6
WGD2ANC02147	12
WGD2ANC02148	7
WGD2ANC02149	7
WGD2ANC02150	6
WGD2ANC02151	6
WGD2ANC02152	7
WGD2ANC02153	7
WGD2ANC02154	5
WGD2ANC02155	7
WGD2ANC02156	4
WGD2ANC02157	5
WGD2ANC02158	11
WGD2ANC02159	6
WGD2ANC02160	7
WGD2ANC02161	6
WGD2ANC02162	4
WGD2ANC02163	5
WGD2ANC02164	13
WGD2ANC02165	4
WGD2ANC02166	11
WGD2ANC02167	7
WGD2ANC02168	10
WGD2ANC02169	6
WGD2ANC02170	6
WGD2ANC02171	4
WGD2ANC02172	8
WGD2ANC02173	7
WGD2ANC02174	6
WGD2ANC02175	4
WGD2ANC02176	5
WGD2ANC02177	6
WGD2ANC02178	7
WGD2ANC02179	5
WGD2ANC02180	4
WGD2ANC02181	6
WGD2ANC02182	6
WGD2ANC02183	7
WGD2ANC02184	6
WGD2ANC02185	7
WGD2ANC02186	7
WGD2ANC02187	7
WGD2ANC02188	7
WGD2ANC02189	6
WGD2ANC02190	7
WGD2ANC02191	7
WGD2ANC02192	5
WGD2ANC02193	9
WGD2ANC02194	7
WGD2ANC02195	7
WGD2ANC02196	4
WGD2ANC02197	6
WGD2ANC02198	11
WGD2ANC02199	10
WGD2ANC02200	12
WGD2ANC02201	7
WGD2ANC02202	7
WGD2ANC02203	4
WGD2ANC02204	7
WGD2ANC02205	6
WGD2ANC02206	7
WGD2ANC02207	6
WGD2ANC02208	5
WGD2ANC02209	7
WGD2ANC02210	7
WGD2ANC02211	7
WGD2ANC02212	4
WGD2ANC02213	7
WGD2ANC02214	4
WGD2ANC02215	9
WGD2ANC02216	6
WGD2ANC02217	5
WGD2ANC02218	5
WGD2ANC02219	7
WGD2ANC02220	7
WGD2ANC02221	4
WGD2ANC02222	6
WGD2ANC02223	8
WGD2ANC02224	6
WGD2ANC02225	5
WGD2ANC02226	13
WGD2ANC02227	6
WGD2ANC02228	7
WGD2ANC02229	6
WGD2ANC02230	7
WGD2ANC02231	7
WGD2ANC02232	7
WGD2ANC02233	7
WGD2ANC02234	5
WGD2ANC02235	7
WGD2ANC02236	7
WGD2ANC02237	6
WGD2ANC02238	5
WGD2ANC02239	13
WGD2ANC02240	12
WGD2ANC02241	10
WGD2ANC02242	4
WGD2ANC02243	4
WGD2ANC02244	6
WGD2ANC02245	4
WGD2ANC02246	4
WGD2ANC02247	7
WGD2ANC02248	7
WGD2ANC02249	4
WGD2ANC02250	7
WGD2ANC02251	7
WGD2ANC02252	5
WGD2ANC02253	7
WGD2ANC02254	5
WGD2ANC02255	10
WGD2ANC02256	5
WGD2ANC02257	7
WGD2ANC02258	7
WGD2ANC02259	8
WGD2ANC02260	6
WGD2ANC02261	12
WGD2ANC02262	5
WGD2ANC02263	7
WGD2ANC02264	5
WGD2ANC02265	4
WGD2ANC02266	7
WGD2ANC02267	9
WGD2ANC02268	7
WGD2ANC02269	7
WGD2ANC02270	7
WGD2ANC02271	7
WGD2ANC02272	7
WGD2ANC02273	6
WGD2ANC02274	6
WGD2ANC02275	6
WGD2ANC02276	6
WGD2ANC02277	6
WGD2ANC02278	5
WGD2ANC02279	4
WGD2ANC02280	6
WGD2ANC02281	8
WGD2ANC02282	7
WGD2ANC02283	6
WGD2ANC02284	4
WGD2ANC02285	12
WGD2ANC02286	10
WGD2ANC02287	5
WGD2ANC02288	5
WGD2ANC02289	4
WGD2ANC02290	12
WGD2ANC02291	7
WGD2ANC02292	6
WGD2ANC02293	5
WGD2ANC02294	5
WGD2ANC02295	7
WGD2ANC02296	8
WGD2ANC02297	6
WGD2ANC02298	10
WGD2ANC02299	6
WGD2ANC02300	7
WGD2ANC02301	5
WGD2ANC02302	6
WGD2ANC02303	6
WGD2ANC02304	5
WGD2ANC02305	7
WGD2ANC02306	6
WGD2ANC02307	5
WGD2ANC02308	5
WGD2ANC02309	4
WGD2ANC02310	7
WGD2ANC02311	6
WGD2ANC02312	6
WGD2ANC02313	6
WGD2ANC02314	6
WGD2ANC02315	7
WGD2ANC02316	12
WGD2ANC02317	6
WGD2ANC02318	6
WGD2ANC02319	6
WGD2ANC02320	7
WGD2ANC02321	6
WGD2ANC02322	11
WGD2ANC02323	12
WGD2ANC02324	3
WGD2ANC02325	6
WGD2ANC02326	11
WGD2ANC02327	4
WGD2ANC02328	6
WGD2ANC02329	7
WGD2ANC02330	7
WGD2ANC02331	4
